workclass_id,education_id,occupation_id,sex_id,race_id,age,capital-gain,capital-loss,hours-per-week,income-per-year
3,9,5,0,4,39,0,0,40,>50K
1,11,7,0,4,57,0,0,40,<=50K
3,15,11,0,4,19,0,0,40,<=50K
3,8,6,1,4,29,0,0,48,<=50K
3,11,6,1,2,23,0,0,40,<=50K
3,11,7,0,4,50,0,0,40,<=50K
5,15,2,1,4,51,0,0,20,<=50K
3,8,2,1,0,28,0,0,40,<=50K
3,9,11,1,4,44,0,0,60,<=50K
5,9,9,1,2,29,0,0,40,<=50K
3,11,13,1,4,31,0,0,45,<=50K
3,9,2,1,4,27,0,0,45,>50K
3,9,3,1,4,34,0,0,45,<=50K
4,14,9,1,1,50,7688,0,50,>50K
3,15,5,1,4,27,0,0,40,>50K
3,8,0,0,2,31,0,0,40,<=50K
3,7,2,1,4,46,0,0,40,>50K
3,15,0,0,1,39,0,0,40,<=50K
3,9,11,1,4,40,0,0,55,>50K
3,1,11,1,4,28,0,0,40,<=50K
3,11,11,0,4,18,0,0,40,<=50K
3,11,0,0,4,51,0,0,40,<=50K
4,11,11,1,4,58,0,0,50,<=50K
3,11,11,1,4,66,0,0,40,<=50K
5,11,7,0,1,36,0,0,20,<=50K
3,1,5,0,4,38,0,0,60,<=50K
3,7,3,1,4,25,0,0,40,<=50K
3,11,7,0,4,25,0,0,22,<=50K
3,1,5,1,4,90,0,0,40,<=50K
1,15,0,0,4,41,0,0,40,<=50K
,11,,0,2,34,0,0,40,<=50K
3,9,9,0,4,33,914,0,40,<=50K
3,11,0,0,4,33,0,0,40,<=50K
3,9,3,1,4,35,0,1887,45,>50K
5,11,2,0,2,39,0,0,20,<=50K
3,11,11,1,4,59,0,0,60,<=50K
3,15,12,1,4,19,0,1719,16,<=50K
3,11,11,1,4,39,4064,0,38,<=50K
,15,,1,4,19,0,0,40,<=50K
3,11,5,0,4,27,0,0,40,<=50K
3,5,2,1,4,52,0,0,40,<=50K
5,11,7,0,4,59,0,0,24,<=50K
3,15,2,0,4,28,0,0,40,<=50K
3,11,7,0,4,37,0,0,50,<=50K
,0,,1,4,50,0,0,99,<=50K
3,9,3,1,4,36,0,0,50,>50K
3,9,9,1,4,34,0,0,60,>50K
3,15,0,1,4,23,0,0,40,<=50K
,1,,0,4,19,0,0,30,<=50K
3,11,2,1,4,33,0,2258,84,<=50K
1,12,9,1,4,27,0,0,52,<=50K
1,12,9,1,4,31,0,0,40,<=50K
3,0,6,1,4,21,0,0,36,<=50K
3,11,3,1,4,31,0,0,54,<=50K
3,11,5,1,4,59,0,0,40,>50K
1,12,9,1,4,40,0,1902,48,>50K
3,1,5,1,4,19,0,0,40,<=50K
3,11,13,1,4,47,0,0,50,<=50K
3,9,2,1,4,34,0,0,40,<=50K
3,11,7,1,4,57,0,0,78,<=50K
1,6,13,1,2,51,0,0,40,<=50K
3,15,5,1,4,21,0,0,20,<=50K
4,15,11,1,4,30,0,0,50,<=50K
3,15,5,1,4,46,0,0,45,<=50K
3,9,11,0,4,40,0,0,45,<=50K
3,13,7,1,4,52,0,0,40,<=50K
3,9,11,1,1,23,0,0,50,<=50K
,9,,0,4,90,991,0,10,<=50K
3,11,0,0,4,25,0,0,50,<=50K
3,15,13,1,4,43,0,0,45,<=50K
6,15,10,0,0,38,0,0,40,>50K
3,8,7,0,4,22,0,0,30,<=50K
1,9,0,0,4,33,1055,0,40,<=50K
3,15,9,1,4,34,5178,0,40,>50K
3,8,13,1,4,65,0,0,20,<=50K
3,11,12,1,4,50,0,0,15,<=50K
3,9,11,1,4,29,6849,0,48,<=50K
3,11,13,1,4,25,0,0,40,<=50K
3,15,0,0,4,54,0,0,40,<=50K
3,11,0,1,4,49,0,0,40,>50K
3,15,6,1,4,44,0,0,40,<=50K
3,6,7,0,4,24,0,0,40,<=50K
3,9,11,1,4,25,0,0,38,<=50K
1,11,13,1,4,65,0,0,20,<=50K
5,11,3,1,2,56,0,0,45,<=50K
5,14,9,1,4,39,15024,0,60,>50K
3,9,9,0,4,23,0,0,40,<=50K
3,15,7,0,4,20,0,0,20,<=50K
3,4,2,1,4,24,0,0,40,<=50K
3,15,3,1,4,41,0,1887,50,>50K
4,15,4,1,4,40,0,0,50,<=50K
3,11,2,1,4,55,0,0,50,>50K
3,11,0,0,4,38,0,0,48,<=50K
3,11,0,0,2,23,0,0,40,<=50K
3,9,3,1,4,44,0,0,50,<=50K
3,15,2,1,4,45,0,1887,40,>50K
5,15,0,0,4,20,0,0,12,<=50K
3,11,7,1,4,29,0,0,40,<=50K
6,11,10,1,4,43,0,0,40,<=50K
3,2,6,1,4,30,0,0,40,<=50K
6,15,0,0,4,28,0,0,38,<=50K
3,11,3,1,4,31,0,0,40,>50K
3,11,2,0,4,52,0,0,40,<=50K
3,9,9,0,4,36,0,0,50,>50K
3,11,2,1,4,38,0,0,45,<=50K
,15,,1,4,66,0,0,40,<=50K
5,8,4,1,4,63,0,0,40,<=50K
3,15,7,1,4,21,0,0,35,<=50K
6,11,0,1,4,33,0,0,40,<=50K
6,15,9,0,4,46,1506,0,50,<=50K
,15,,1,4,20,0,0,20,<=50K
4,9,11,1,4,47,3325,0,60,<=50K
3,10,9,1,4,33,0,0,55,>50K
,5,,1,2,66,0,0,30,<=50K
3,15,0,0,4,20,0,0,30,<=50K
3,11,5,1,4,28,0,0,40,<=50K
3,11,8,0,4,46,0,0,28,<=50K
3,15,11,1,2,25,0,0,45,<=50K
3,11,2,1,4,37,3137,0,40,<=50K
5,6,2,1,4,31,0,0,60,<=50K
3,11,2,1,4,49,0,0,40,<=50K
6,15,12,1,4,22,0,0,20,<=50K
3,8,7,0,4,52,0,0,20,>50K
3,7,3,0,4,29,0,0,50,<=50K
3,1,7,0,4,18,0,0,20,<=50K
1,15,3,1,4,31,0,0,35,<=50K
3,15,7,0,1,23,0,0,35,<=50K
,8,,0,0,27,0,0,40,>50K
5,0,11,1,4,54,0,0,65,<=50K
1,11,7,0,4,50,0,0,49,<=50K
3,12,12,1,4,46,0,1902,40,>50K
3,9,4,0,4,24,0,0,40,<=50K
,1,,0,4,17,0,0,18,<=50K
4,11,7,1,4,49,0,0,45,<=50K
1,11,2,1,4,54,0,0,40,>50K
3,9,3,1,4,41,0,1902,60,>50K
3,11,0,1,4,49,0,0,40,<=50K
1,9,9,0,4,36,0,0,35,<=50K
3,11,13,1,2,23,0,0,40,<=50K
3,15,7,0,4,63,0,0,40,<=50K
3,11,11,1,4,67,0,0,40,>50K
3,11,2,1,4,23,0,0,40,<=50K
3,9,9,1,4,22,0,0,40,<=50K
3,8,0,1,4,66,0,0,30,<=50K
3,1,2,1,4,25,0,0,50,<=50K
3,15,6,0,4,30,0,0,20,<=50K
3,11,13,1,4,35,2885,0,40,<=50K
5,5,3,1,4,67,0,0,40,<=50K
3,2,2,1,2,30,0,0,40,<=50K
3,15,6,0,2,26,0,0,38,<=50K
3,11,6,1,4,34,0,0,40,<=50K
3,15,11,1,4,21,0,0,40,<=50K
3,2,2,1,4,18,0,0,10,<=50K
3,11,2,1,4,21,0,0,40,<=50K
4,6,9,1,4,76,0,0,40,<=50K
0,15,10,1,1,51,0,0,70,<=50K
3,11,6,0,4,26,0,0,56,<=50K
3,2,7,0,4,18,0,0,25,<=50K
,1,,1,4,18,0,0,40,<=50K
3,8,6,1,4,34,0,1672,50,<=50K
3,11,3,0,4,59,0,0,40,<=50K
3,9,3,1,4,55,14084,0,45,>50K
5,15,4,1,4,33,0,0,72,<=50K
3,11,7,0,4,25,0,0,10,<=50K
3,11,6,0,4,48,0,0,10,<=50K
3,9,11,0,4,64,0,0,5,<=50K
1,12,9,0,4,47,0,0,45,>50K
3,15,12,0,4,26,0,0,40,<=50K
3,7,9,1,4,36,0,0,48,>50K
3,11,4,1,4,21,0,0,40,<=50K
,5,,0,4,54,0,0,25,<=50K
3,11,6,1,4,30,0,0,44,<=50K
5,11,2,1,4,41,0,0,40,<=50K
,12,,0,4,53,8614,0,35,>50K
3,15,11,1,2,34,0,0,30,<=50K
,15,,0,4,20,0,0,35,<=50K
3,0,11,1,4,24,0,0,49,<=50K
3,9,9,0,4,26,0,0,20,<=50K
3,11,0,0,4,25,0,0,48,<=50K
3,15,11,0,4,35,0,0,36,<=50K
3,15,2,1,4,41,0,0,40,>50K
3,1,2,1,4,33,0,0,40,<=50K
3,15,7,0,4,18,0,0,25,<=50K
4,11,0,1,4,27,0,0,38,<=50K
3,11,7,0,4,32,0,0,35,<=50K
1,11,7,1,2,51,0,0,40,<=50K
3,8,0,0,2,38,0,0,40,<=50K
1,15,13,0,4,41,0,0,25,<=50K
3,15,2,1,4,26,2829,0,40,<=50K
5,8,3,1,4,38,0,0,35,<=50K
3,6,3,1,4,54,0,0,45,>50K
3,9,9,0,4,30,0,0,60,<=50K
3,15,3,0,4,31,0,0,30,<=50K
6,9,9,1,4,26,0,0,40,<=50K
5,10,9,1,4,75,4931,0,3,<=50K
3,12,13,1,2,29,0,0,40,<=50K
3,11,3,1,4,61,0,0,50,>50K
3,15,11,0,4,24,0,0,45,<=50K
,2,,1,4,22,0,0,30,<=50K
3,7,9,1,4,34,0,0,40,<=50K
3,15,2,1,4,42,0,0,40,<=50K
3,1,2,1,4,24,0,0,40,<=50K
5,7,11,1,4,42,0,0,40,<=50K
0,11,2,1,2,27,0,1980,40,<=50K
1,9,9,0,4,39,0,0,50,>50K
3,11,5,1,4,20,0,0,40,<=50K
3,1,7,0,2,51,0,0,40,<=50K
3,9,11,1,4,68,0,0,30,<=50K
0,11,6,1,4,28,0,0,48,<=50K
3,11,12,0,4,43,0,0,40,<=50K
3,15,2,1,4,35,0,0,40,<=50K
3,11,0,0,2,44,0,0,40,<=50K
3,9,5,1,4,41,0,0,40,<=50K
3,11,12,1,4,44,0,0,45,>50K
3,11,0,0,4,20,0,0,40,<=50K
3,11,2,1,4,46,0,0,75,>50K
5,7,13,1,4,27,7688,0,70,>50K
3,15,7,1,4,32,0,0,50,<=50K
3,15,11,1,4,46,0,0,50,<=50K
3,11,7,1,4,26,0,0,24,<=50K
3,15,0,0,1,20,0,0,40,<=50K
3,11,4,0,4,36,0,0,40,<=50K
3,9,3,1,4,49,0,0,40,>50K
3,11,3,1,4,32,3103,0,55,>50K
3,9,9,1,4,32,15024,0,50,>50K
3,9,2,1,4,49,0,1902,40,>50K
3,11,13,1,4,36,0,0,45,<=50K
3,15,7,1,4,22,0,0,25,<=50K
0,11,0,0,4,52,0,0,40,<=50K
3,11,3,1,4,42,0,0,50,>50K
,15,,1,4,22,0,0,40,<=50K
3,11,7,0,4,72,0,0,16,<=50K
1,9,9,0,4,30,0,0,40,<=50K
3,15,5,1,4,44,0,0,40,<=50K
3,9,11,0,4,23,0,0,45,<=50K
3,15,11,1,4,22,0,0,20,<=50K
3,9,0,1,4,59,0,0,60,<=50K
3,11,9,0,4,46,0,0,40,<=50K
3,8,5,1,4,30,0,0,40,<=50K
0,5,7,0,4,64,0,0,30,<=50K
3,15,11,0,2,31,0,0,40,<=50K
3,11,7,1,4,64,0,0,20,<=50K
3,11,6,0,4,45,0,0,40,<=50K
3,11,6,1,4,59,0,1887,40,>50K
3,11,0,0,2,32,0,0,40,<=50K
3,9,6,1,0,43,0,0,40,<=50K
,0,,0,4,66,1086,0,20,<=50K
3,15,11,1,4,23,0,0,45,<=50K
5,11,2,1,4,49,0,0,40,<=50K
3,2,6,1,4,32,0,0,40,<=50K
3,8,3,0,4,49,0,0,40,<=50K
3,15,9,1,4,33,0,0,40,<=50K
3,14,9,0,4,28,0,0,85,<=50K
3,11,11,1,2,47,0,0,40,<=50K
3,11,7,1,4,41,0,0,40,<=50K
1,12,3,1,4,34,0,0,40,>50K
3,11,7,0,4,25,0,0,35,<=50K
,15,,0,4,20,0,0,40,<=50K
3,15,11,0,4,21,0,0,15,<=50K
3,11,4,1,4,25,0,0,30,<=50K
3,6,7,1,4,46,0,0,40,<=50K
3,3,2,1,1,37,0,0,40,<=50K
3,15,2,1,4,41,0,0,56,>50K
3,11,0,1,4,44,0,1504,50,<=50K
3,11,12,1,4,30,0,0,40,>50K
3,15,6,1,4,54,0,0,40,<=50K
5,11,4,1,4,35,0,0,99,<=50K
,11,,0,4,58,0,0,12,<=50K
3,15,12,0,4,21,0,0,25,<=50K
5,12,11,1,4,35,0,0,40,>50K
3,14,9,1,4,35,0,0,80,>50K
3,15,2,1,4,19,0,0,20,<=50K
3,11,3,0,4,48,0,0,40,<=50K
,15,,1,4,56,0,0,40,<=50K
5,15,2,0,4,65,0,0,35,<=50K
3,9,0,1,2,40,0,0,35,<=50K
3,11,0,0,4,26,0,0,40,<=50K
3,15,3,1,4,45,0,0,40,<=50K
3,15,2,1,4,26,0,0,40,<=50K
3,11,0,1,4,32,0,0,40,<=50K
3,9,3,1,4,35,27828,0,50,>50K
5,15,2,1,4,22,0,0,48,<=50K
3,8,9,0,4,37,0,0,38,<=50K
3,9,2,1,4,25,0,0,40,<=50K
3,3,13,1,4,64,0,0,53,<=50K
3,8,3,1,4,46,0,0,48,>50K
3,11,5,1,4,30,0,0,27,<=50K
3,7,3,1,4,63,0,0,40,>50K
1,11,10,1,4,51,0,0,40,>50K
5,5,3,1,4,68,0,0,16,<=50K
3,10,9,1,4,36,0,0,50,<=50K
4,15,3,1,4,28,0,0,50,<=50K
1,15,11,1,4,41,0,0,40,<=50K
3,15,9,1,4,47,0,0,40,<=50K
3,15,7,0,2,22,0,0,30,<=50K
,9,,1,1,33,0,0,80,<=50K
4,14,9,1,4,34,15024,0,40,>50K
0,9,9,1,4,46,0,0,40,>50K
3,15,0,0,4,28,0,0,40,<=50K
3,11,2,1,4,36,0,0,52,>50K
3,15,11,0,4,18,0,0,20,<=50K
1,12,9,1,4,33,7688,0,50,>50K
3,11,13,1,4,51,7298,0,60,>50K
5,11,3,1,4,56,0,0,35,<=50K
3,11,0,0,4,54,0,0,40,<=50K
3,11,3,0,2,29,0,0,40,<=50K
3,15,5,0,0,40,0,0,84,<=50K
3,12,3,1,4,53,15024,0,65,>50K
3,11,5,1,4,22,0,0,35,<=50K
3,11,6,1,4,33,0,0,40,>50K
3,11,13,1,4,28,0,0,50,<=50K
3,15,9,0,4,63,0,0,12,<=50K
0,10,9,1,4,53,15024,0,60,>50K
3,0,2,1,4,37,0,0,50,<=50K
0,15,3,1,4,50,0,0,40,<=50K
3,11,2,1,4,22,0,0,40,<=50K
0,7,0,0,4,40,0,0,40,<=50K
3,9,9,0,4,22,8614,0,40,>50K
3,15,9,1,4,21,0,0,40,<=50K
3,7,5,1,2,25,0,0,40,<=50K
3,15,2,0,4,20,0,0,40,<=50K
0,11,13,1,4,43,0,0,40,<=50K
3,8,3,0,4,29,0,0,50,<=50K
3,9,11,1,4,32,0,0,40,>50K
3,12,11,1,4,42,0,0,50,>50K
3,11,6,1,1,33,0,0,40,<=50K
3,15,3,0,4,27,0,0,40,>50K
,15,,0,4,22,0,0,40,<=50K
3,15,6,1,4,29,0,0,38,<=50K
3,11,13,1,4,29,0,0,40,<=50K
3,15,3,0,4,20,0,0,20,<=50K
3,0,0,1,4,35,0,0,40,<=50K
5,9,9,1,4,31,0,1902,50,>50K
3,11,2,1,4,33,0,0,50,<=50K
3,15,3,1,4,67,0,1539,40,<=50K
3,15,9,1,4,46,0,0,10,<=50K
3,6,6,0,4,45,0,0,40,>50K
1,1,11,1,4,17,0,0,20,<=50K
3,9,3,1,4,35,0,1848,70,>50K
5,9,3,1,2,48,0,0,40,>50K
3,11,6,0,2,49,0,0,40,<=50K
3,15,11,0,4,20,0,0,40,<=50K
3,11,6,1,4,27,5013,0,46,<=50K
3,15,2,1,4,64,0,0,20,<=50K
0,15,2,1,2,53,0,0,40,<=50K
3,11,0,0,4,52,0,0,40,<=50K
3,11,2,1,4,29,0,0,55,<=50K
4,11,2,1,4,32,99999,0,40,>50K
5,9,9,0,4,48,0,0,20,>50K
3,15,2,1,4,30,0,0,40,<=50K
3,11,7,1,4,34,0,0,20,<=50K
,15,,1,4,19,0,0,50,<=50K
3,11,9,1,4,39,0,0,50,<=50K
3,1,5,1,4,28,0,0,40,<=50K
3,2,11,0,4,17,0,0,10,<=50K
3,9,9,0,4,54,0,0,50,<=50K
3,15,11,1,4,24,0,1762,40,<=50K
3,11,3,0,4,25,0,0,40,<=50K
3,1,7,0,4,25,0,0,12,<=50K
1,15,3,0,4,48,5178,0,40,>50K
3,9,11,0,4,24,0,0,40,<=50K
3,15,11,1,1,31,0,0,50,<=50K
3,15,2,1,4,47,0,0,40,>50K
3,9,3,1,4,45,0,0,40,>50K
3,15,0,0,4,19,0,0,25,<=50K
4,15,11,1,4,52,15024,0,50,>50K
3,11,0,1,4,52,0,0,40,<=50K
,11,,0,1,19,0,0,12,<=50K
3,11,13,1,4,60,0,0,28,<=50K
3,12,9,1,4,43,0,0,50,>50K
3,7,7,0,4,24,0,0,30,<=50K
,15,,0,4,20,0,0,40,<=50K
3,11,0,0,4,51,0,0,40,<=50K
5,6,2,1,4,38,0,0,40,<=50K
3,15,0,0,4,21,0,0,10,<=50K
4,11,0,1,4,40,0,0,50,>50K
3,15,3,0,4,54,0,0,40,<=50K
3,9,7,1,4,35,0,0,50,<=50K
3,1,6,1,2,52,0,0,40,<=50K
3,11,3,1,4,53,99999,0,40,>50K
,15,,0,2,56,0,0,40,<=50K
3,11,2,1,2,35,0,0,40,<=50K
5,15,11,0,4,43,0,880,42,<=50K
3,9,2,1,4,29,0,0,40,<=50K
3,11,13,1,0,29,0,0,65,<=50K
3,11,7,0,4,27,0,0,40,<=50K
3,9,0,1,4,58,0,0,40,<=50K
3,11,5,1,4,64,0,0,18,<=50K
3,11,0,0,2,53,0,0,32,<=50K
3,11,0,0,4,21,0,0,30,<=50K
5,7,3,1,4,40,0,0,30,<=50K
6,10,9,1,4,52,0,0,40,>50K
3,8,12,1,4,38,0,0,50,<=50K
,15,,0,4,40,0,0,30,<=50K
3,11,3,1,4,39,0,0,40,<=50K
,12,,0,4,56,0,0,50,>50K
3,10,9,1,4,68,0,0,55,>50K
3,11,11,1,4,24,0,0,38,<=50K
4,14,9,1,4,40,0,0,50,>50K
4,14,9,1,2,43,0,0,99,>50K
3,9,3,0,4,38,0,0,70,<=50K
3,11,11,1,4,45,0,0,40,>50K
3,1,6,1,4,18,0,0,55,<=50K
1,12,3,1,4,57,0,0,50,>50K
3,11,7,0,2,49,0,0,35,<=50K
3,15,3,0,4,25,0,0,40,<=50K
0,15,0,1,4,52,0,0,40,<=50K
3,0,2,1,4,56,0,0,56,<=50K
4,15,11,1,4,26,0,0,48,<=50K
3,11,2,0,4,19,0,0,40,<=50K
4,9,0,0,1,25,0,0,40,<=50K
3,11,0,0,4,25,0,0,30,<=50K
3,11,11,1,4,21,0,0,45,<=50K
5,5,2,1,4,48,0,0,40,<=50K
6,12,9,1,4,33,0,0,60,<=50K
6,11,10,1,3,31,0,0,40,<=50K
5,11,4,1,4,26,0,0,65,<=50K
6,9,9,1,4,37,0,0,38,<=50K
,15,,0,4,29,0,0,30,<=50K
3,15,7,1,4,20,0,0,20,<=50K
3,15,11,1,3,28,0,0,60,<=50K
3,11,0,0,4,49,0,0,20,<=50K
,0,,1,4,73,0,0,4,<=50K
3,12,3,1,4,49,0,1977,40,>50K
3,15,9,0,4,51,0,0,40,>50K
3,15,11,1,4,40,0,0,40,<=50K
3,8,6,0,4,24,0,0,40,<=50K
3,2,11,1,4,18,0,0,24,<=50K
3,0,13,1,2,41,0,0,40,>50K
3,11,0,1,4,46,0,1485,40,>50K
3,11,0,0,4,46,0,0,40,<=50K
3,0,13,1,4,64,0,0,40,>50K
5,14,9,1,4,50,0,0,40,>50K
6,12,9,1,4,53,0,0,36,>50K
3,11,2,1,4,21,0,0,40,<=50K
6,15,7,1,4,22,0,0,25,<=50K
3,9,3,0,4,37,7430,0,45,>50K
0,14,9,1,4,39,0,0,55,>50K
3,9,11,1,1,30,0,0,40,<=50K
3,9,9,1,4,25,0,1741,40,<=50K
3,15,3,0,2,26,0,0,40,<=50K
3,9,11,1,4,43,0,0,50,<=50K
3,11,0,0,4,59,0,0,60,<=50K
3,11,0,0,4,27,0,0,40,<=50K
3,0,2,1,2,55,0,0,40,>50K
3,15,7,1,4,20,0,0,12,<=50K
3,8,9,0,4,25,0,0,36,<=50K
3,7,7,1,4,28,0,0,40,<=50K
3,9,11,1,4,29,0,0,50,<=50K
3,1,11,1,4,60,0,0,40,>50K
1,9,9,0,4,37,15024,0,50,>50K
3,1,11,0,4,25,0,0,40,<=50K
3,15,2,1,4,27,0,0,60,<=50K
6,9,3,1,4,50,0,0,40,>50K
5,15,4,1,4,41,5013,0,70,<=50K
3,5,2,1,4,46,0,0,47,<=50K
3,8,7,0,2,35,0,0,40,<=50K
,15,,1,4,21,0,0,40,<=50K
,1,,0,4,35,6849,0,60,<=50K
3,11,5,1,2,40,0,0,40,<=50K
3,9,3,1,4,49,0,0,40,>50K
3,9,9,0,4,29,0,0,50,<=50K
1,9,9,0,4,43,0,625,40,<=50K
3,7,13,1,2,39,0,0,60,<=50K
3,11,5,1,4,35,0,0,60,<=50K
3,15,6,1,4,52,0,0,40,<=50K
3,15,5,1,2,25,0,0,40,<=50K
4,11,6,0,4,20,0,0,30,<=50K
3,15,7,0,4,46,0,0,10,<=50K
3,9,3,1,4,24,0,0,40,<=50K
3,9,2,1,1,29,0,0,30,<=50K
3,15,7,1,4,21,0,0,40,<=50K
0,9,3,0,4,37,0,0,50,<=50K
0,11,0,1,4,43,0,0,40,<=50K
3,11,0,0,4,19,0,0,26,<=50K
3,11,11,1,4,47,0,0,45,<=50K
3,11,13,1,4,61,0,0,45,>50K
,7,,1,4,21,0,0,55,<=50K
3,11,7,1,4,35,0,0,60,<=50K
3,0,5,1,2,60,0,0,40,<=50K
3,15,0,0,4,27,0,0,40,<=50K
1,9,9,1,1,57,0,0,35,<=50K
3,3,2,1,4,56,0,0,40,<=50K
3,11,3,0,4,27,0,0,40,<=50K
3,5,6,0,2,47,0,0,35,<=50K
3,11,7,1,4,19,0,0,30,<=50K
5,2,7,0,4,28,0,0,30,<=50K
3,0,0,1,4,43,0,0,40,<=50K
1,15,3,0,4,63,0,0,35,<=50K
,15,,1,4,22,0,0,40,<=50K
3,11,5,0,1,25,0,0,40,<=50K
5,11,6,1,4,35,8614,0,40,>50K
3,11,5,0,4,20,0,0,40,<=50K
3,0,11,1,4,48,0,0,70,<=50K
1,9,9,0,2,30,0,0,40,<=50K
3,9,9,1,4,31,0,0,40,>50K
3,11,11,0,1,20,0,0,24,<=50K
6,12,9,1,4,57,0,0,50,>50K
3,8,0,0,4,41,7688,0,44,>50K
3,11,0,0,4,33,0,0,40,<=50K
3,8,4,1,4,27,0,0,40,<=50K
3,11,4,1,4,34,0,0,60,>50K
3,0,2,1,4,22,0,0,30,<=50K
3,7,3,0,2,50,0,0,40,>50K
5,9,9,1,4,40,0,0,45,>50K
3,11,2,1,4,37,0,0,51,<=50K
,7,,1,4,40,0,0,40,<=50K
3,12,3,1,4,53,15024,0,55,>50K
5,15,6,1,4,38,7688,0,40,>50K
6,11,9,1,4,25,0,0,40,<=50K
3,11,2,1,2,51,0,0,40,<=50K
,2,,1,2,22,0,0,40,<=50K
3,15,7,1,4,18,0,0,16,<=50K
3,1,5,1,4,41,7688,0,40,>50K
3,11,0,0,4,33,0,0,40,<=50K
3,9,11,0,4,33,0,0,40,<=50K
6,15,13,1,4,67,0,0,40,<=50K
5,11,3,1,4,47,0,2415,50,>50K
3,15,6,1,4,24,0,0,40,<=50K
1,5,7,1,4,32,0,0,40,<=50K
3,11,7,0,4,29,0,0,40,<=50K
3,8,11,1,4,25,0,0,45,<=50K
3,15,0,0,4,33,0,0,40,<=50K
3,9,2,1,4,55,0,0,40,<=50K
3,15,11,1,4,31,0,0,40,>50K
1,12,9,1,4,32,0,0,50,<=50K
3,11,10,1,4,18,34095,0,3,<=50K
3,11,0,0,4,36,0,0,50,<=50K
3,11,0,0,4,58,0,0,27,<=50K
3,12,3,1,4,34,0,1902,50,>50K
3,1,5,1,4,19,0,0,40,<=50K
3,11,0,0,2,21,0,0,40,<=50K
4,11,4,1,4,36,0,0,50,<=50K
3,9,9,0,2,37,15024,0,40,>50K
3,11,6,0,2,43,0,0,21,<=50K
6,9,10,1,4,52,0,0,40,<=50K
3,8,7,0,4,48,0,0,40,<=50K
3,15,9,0,4,43,0,0,38,<=50K
3,11,7,1,4,22,0,0,40,<=50K
3,4,13,1,4,57,6497,0,40,<=50K
3,7,0,0,4,37,0,0,40,<=50K
3,15,11,0,1,39,0,0,38,<=50K
3,15,11,1,4,54,0,0,40,>50K
3,7,7,1,4,27,0,0,40,<=50K
3,11,0,0,4,21,0,0,35,<=50K
3,15,0,0,4,65,0,0,38,<=50K
3,15,7,0,4,30,0,0,40,<=50K
3,6,6,0,4,22,0,0,40,<=50K
3,9,11,1,4,26,4064,0,50,<=50K
3,1,2,1,4,25,0,0,40,<=50K
,8,,0,4,35,0,0,40,>50K
3,8,3,1,4,47,15024,0,50,>50K
3,7,7,1,4,23,0,0,60,<=50K
3,11,11,1,2,42,0,0,40,>50K
5,15,2,1,1,39,0,0,30,<=50K
3,10,3,1,4,55,0,0,60,>50K
6,12,9,0,1,24,0,0,10,<=50K
4,9,6,1,4,46,7298,0,40,>50K
3,11,2,1,4,53,0,0,40,>50K
3,1,7,0,2,44,0,0,60,<=50K
3,11,13,0,2,40,0,0,40,<=50K
3,15,2,1,4,48,7688,0,40,>50K
3,8,0,0,4,26,0,0,35,<=50K
3,11,11,0,4,22,0,0,40,<=50K
,11,,0,4,35,0,0,12,<=50K
,15,,0,4,20,0,0,20,<=50K
3,11,3,0,4,43,0,0,40,<=50K
1,11,7,0,4,37,0,0,25,<=50K
3,11,2,1,1,30,0,0,40,<=50K
3,11,11,1,0,41,0,0,50,<=50K
3,14,9,1,4,38,0,0,60,>50K
,6,,1,2,77,0,0,40,<=50K
5,11,4,1,4,42,0,0,50,<=50K
3,11,13,1,2,20,0,0,40,<=50K
3,9,0,0,4,36,3674,0,40,<=50K
0,8,9,1,1,32,0,0,40,<=50K
3,9,3,1,4,27,0,0,40,>50K
6,15,10,1,4,25,0,0,45,<=50K
3,12,3,1,4,40,0,0,40,<=50K
,1,,1,4,18,0,0,25,<=50K
3,9,3,1,4,49,0,0,45,>50K
3,1,7,0,4,17,0,0,16,<=50K
3,11,11,0,4,29,0,0,40,<=50K
3,14,9,1,1,47,99999,0,55,>50K
5,15,5,1,4,24,0,0,45,<=50K
,5,,1,4,58,0,0,24,<=50K
3,11,2,1,4,29,0,0,40,<=50K
3,15,0,0,4,45,0,0,24,>50K
3,2,2,1,4,30,0,0,50,<=50K
3,15,0,1,4,19,0,0,20,<=50K
3,0,13,1,4,59,0,1485,40,>50K
3,5,7,0,4,47,0,0,30,<=50K
3,15,12,1,2,41,3137,0,40,<=50K
3,7,9,1,4,28,0,0,40,<=50K
3,7,2,1,4,46,0,0,40,>50K
5,15,2,1,4,40,0,0,60,<=50K
6,0,7,0,2,66,0,0,40,<=50K
1,9,9,1,2,30,14084,0,45,>50K
5,15,2,1,4,44,0,0,12,<=50K
5,11,3,1,4,58,15024,0,60,>50K
3,5,7,1,4,21,0,0,48,<=50K
3,6,7,0,2,59,0,0,40,<=50K
1,15,7,1,4,35,0,0,40,<=50K
3,6,0,1,2,45,5178,0,40,>50K
3,11,13,1,4,30,0,0,40,<=50K
3,11,5,1,2,33,0,0,40,<=50K
3,15,11,0,4,26,0,0,15,<=50K
3,15,11,0,2,48,0,0,35,<=50K
3,11,11,0,1,31,0,0,40,<=50K
3,11,3,1,4,36,0,0,45,<=50K
3,11,9,0,4,48,0,0,38,<=50K
3,11,2,1,4,30,5013,0,40,<=50K
