tpep_pickup_datetime,tpep_dropoff_datetime,trip_distance,fare_amount,pickup_zip,dropoff_zip
2016-01-18 19:13:37,2016-01-18 19:51:47,13.4,41.0,11371,10282
2016-01-20 06:26:36,2016-01-20 06:36:29,2.39,10.0,10021,10110
2016-01-01 02:56:25,2016-01-01 03:05:44,2.17,9.5,11201,11206
2016-01-24 14:31:11,2016-01-24 14:38:56,0.6,6.0,10119,10018
2016-01-24 15:22:27,2016-01-24 15:41:01,13.9,37.5,11372,11422
2016-01-08 07:51:15,2016-01-08 07:58:56,1.9,8.0,10023,10115
2016-01-14 16:50:15,2016-01-14 16:55:09,0.8,5.0,10012,10003
2016-01-15 13:37:46,2016-01-15 13:45:56,0.9,7.0,10167,10153
2016-01-17 18:04:53,2016-01-17 18:09:42,1.18,5.5,10023,10162
2016-01-11 13:09:51,2016-01-11 13:26:39,2.3,12.5,10018,10044
2016-01-22 23:31:43,2016-01-22 23:45:50,2.81,11.0,10171,10012
2016-01-29 02:30:32,2016-01-29 02:39:28,2.13,9.0,10014,10018
2016-01-31 16:54:15,2016-01-31 17:02:33,1.07,7.0,10110,10001
2016-01-20 08:21:59,2016-01-20 08:28:11,0.56,5.5,10110,10018
2016-01-03 07:14:08,2016-01-03 07:37:27,17.4,52.0,11436,10009
2016-01-13 22:17:07,2016-01-13 22:23:37,1.99,8.0,10022,10028
2016-01-26 05:50:24,2016-01-26 05:59:46,2.6,9.5,10011,10111
2016-01-17 01:23:48,2016-01-17 01:33:15,1.9,9.0,10003,10017
2016-01-07 16:05:44,2016-01-07 16:17:29,1.15,8.5,10028,10044
2016-01-29 20:18:55,2016-01-29 20:31:56,1.5,9.5,10017,10001
2016-01-30 19:02:53,2016-01-30 19:20:41,2.5,13.0,10012,11201
2016-01-03 15:23:34,2016-01-03 15:44:40,8.45,26.0,10038,10035
2016-01-09 18:47:09,2016-01-09 19:10:10,2.92,15.5,7737,7758
2016-01-11 13:38:28,2016-01-11 13:49:44,1.3,8.5,10001,10199
2016-01-14 21:48:14,2016-01-14 21:57:36,1.81,9.0,10023,10021
2016-01-08 16:04:29,2016-01-08 16:10:42,0.6,6.0,10023,10069
2016-01-30 08:24:21,2016-01-30 08:31:21,1.0,6.5,10154,10110
2016-01-13 23:27:08,2016-01-13 23:44:00,2.43,11.0,10152,10019
2016-01-08 19:15:50,2016-01-08 19:17:55,0.2,3.5,10021,10021
2016-01-04 17:19:40,2016-01-04 17:23:24,0.7,4.5,10162,10023
2016-01-07 18:36:11,2016-01-07 18:48:17,1.8,9.5,10065,10028
2016-01-26 21:06:15,2016-01-26 21:20:16,2.2,11.0,10019,10110
2016-01-30 01:40:24,2016-01-30 01:46:21,1.4,7.0,10023,10162
2016-01-09 01:23:46,2016-01-09 01:30:42,0.9,6.5,10012,10014
2016-01-14 12:03:49,2016-01-14 12:16:10,1.52,9.5,10278,10003
2016-01-18 19:48:06,2016-01-18 19:59:35,2.2,10.5,10020,10069
2016-01-20 11:13:39,2016-01-20 11:27:46,1.6,10.5,10162,10028
2016-01-05 08:35:44,2016-01-05 08:53:24,1.9,12.5,10023,10153
2016-01-31 02:38:41,2016-01-31 02:49:35,1.82,9.5,11206,11238
2016-01-16 13:25:13,2016-01-16 13:35:01,1.8,9.0,10011,10119
2016-01-12 14:48:59,2016-01-12 14:58:44,1.6,8.5,10012,10003
2016-01-14 18:30:48,2016-01-14 18:37:40,0.91,6.5,10103,10069
2016-01-17 19:10:48,2016-01-17 19:20:52,1.1,8.0,10001,10110
2016-01-29 08:31:47,2016-01-29 08:53:27,3.0,15.5,10007,10009
2016-01-15 15:12:56,2016-01-15 16:20:44,16.7,52.0,10013,11422
2016-01-01 13:49:48,2016-01-01 13:57:52,1.67,8.0,10028,10162
2016-01-14 15:12:53,2016-01-14 15:20:37,0.7,6.5,10029,10028
2016-01-14 06:49:23,2016-01-14 06:51:28,0.5,4.0,10167,10103
2016-01-30 19:28:04,2016-01-30 19:37:57,1.01,7.5,10044,10065
2016-01-26 19:25:12,2016-01-26 19:38:49,1.05,9.5,10153,10154
2016-01-30 00:05:39,2016-01-30 00:32:45,2.9,17.5,10199,10002
2016-01-03 18:27:26,2016-01-03 18:30:40,1.12,5.0,10065,10028
2016-01-03 02:12:29,2016-01-03 02:32:38,7.9,24.5,10022,11211
2016-01-08 23:52:00,2016-01-08 23:59:38,0.83,6.5,10002,10012
2016-01-04 12:07:32,2016-01-04 12:13:13,1.1,6.0,10018,10023
2016-01-04 18:26:42,2016-01-04 18:40:08,1.28,8.0,10018,10154
2016-01-16 12:24:24,2016-01-16 12:36:26,2.87,11.0,10017,10012
2016-01-05 08:42:58,2016-01-05 08:57:23,1.93,10.5,10011,10111
2016-01-22 20:55:36,2016-01-22 21:02:22,1.7,7.5,10021,10023
2016-01-04 07:08:49,2016-01-04 07:16:44,1.6,8.0,10110,10019
2016-01-24 18:50:31,2016-01-24 18:52:51,0.4,3.5,10028,10028
2016-01-11 18:24:50,2016-01-11 18:34:58,1.6,9.0,10022,10023
2016-01-08 06:15:54,2016-01-08 06:21:26,0.59,5.5,10103,10019
2016-01-30 11:35:27,2016-01-30 11:54:17,1.81,13.0,10119,10171
2016-01-20 14:46:58,2016-01-20 14:53:30,0.8,6.0,10021,10022
2016-01-25 16:09:46,2016-01-25 16:40:29,2.88,19.5,10011,10065
2016-01-26 14:19:27,2016-01-26 14:23:38,0.5,5.0,10012,10003
2016-01-17 14:37:00,2016-01-17 14:44:08,1.7,8.0,10199,10103
2016-01-22 16:05:48,2016-01-22 16:23:24,0.0,11.0,10022,10023
2016-01-03 14:18:21,2016-01-03 14:31:04,3.5,12.5,10199,10162
2016-01-03 01:35:50,2016-01-03 01:43:24,1.3,7.5,10019,10018
2016-01-02 08:01:05,2016-01-02 08:18:56,8.8,26.0,11371,10018
2016-01-15 18:54:37,2016-01-15 19:12:11,3.82,15.5,10119,10026
2016-01-20 22:23:40,2016-01-20 22:34:06,1.76,9.0,10023,10028
2016-01-15 10:44:21,2016-01-15 10:50:52,0.72,6.0,10005,10038
2016-01-14 05:44:57,2016-01-14 05:47:11,0.7,4.5,10009,10003
2016-01-16 22:08:19,2016-01-16 22:13:16,0.76,5.5,10110,10009
2016-01-22 23:27:37,2016-01-22 23:49:12,2.87,15.5,10017,10012
2016-01-19 09:27:16,2016-01-19 09:31:32,1.02,5.5,10009,10003
2016-01-09 22:58:50,2016-01-09 23:08:23,1.62,8.5,10103,10001
2016-01-22 15:11:25,2016-01-22 15:34:56,3.6,17.0,10153,10012
2016-01-14 07:14:56,2016-01-14 07:22:38,0.72,6.5,10171,10018
2016-01-25 22:06:48,2016-01-25 22:20:00,5.9,18.5,10065,10005
2016-01-19 12:24:27,2016-01-19 12:57:51,1.6,19.0,10011,10001
2016-01-22 17:03:17,2016-01-22 17:14:22,1.25,8.5,10011,10009
2016-01-08 12:44:40,2016-01-08 12:49:13,0.86,5.5,10001,10110
2016-01-13 13:50:11,2016-01-13 13:55:04,0.6,5.0,10199,10199
2016-01-09 10:42:40,2016-01-09 10:46:55,0.88,5.0,10018,10119
2016-01-18 17:05:54,2016-01-18 17:19:02,3.1,12.5,10110,10012
2016-01-28 13:33:07,2016-01-28 14:13:17,4.2,26.0,10001,11101
2016-01-11 12:16:08,2016-01-11 12:46:51,5.2,24.0,10023,10012
2016-01-22 13:02:47,2016-01-22 13:15:23,1.3,9.0,10001,10016
2016-01-31 19:09:47,2016-01-31 19:13:50,0.83,5.0,10007,10006
2016-01-17 23:41:20,2016-01-17 23:44:26,0.49,4.0,10002,10038
2016-01-18 11:30:59,2016-01-18 11:35:51,1.9,7.5,10044,10154
2016-01-21 19:37:43,2016-01-21 19:43:11,1.1,6.0,10162,10023
2016-01-26 21:54:39,2016-01-26 22:06:39,5.37,16.5,10007,10022
2016-01-08 18:13:25,2016-01-08 18:28:22,1.5,10.5,10001,10003
2016-01-19 11:48:32,2016-01-19 12:04:58,1.4,11.0,10011,10001
2016-01-29 09:12:34,2016-01-29 09:36:24,1.8,15.0,10014,10001
2016-01-06 09:15:15,2016-01-06 09:25:28,3.4,12.0,11104,10021
2016-01-06 22:07:26,2016-01-06 22:09:00,0.38,3.5,10103,10111
2016-01-12 14:29:27,2016-01-12 14:36:39,1.06,6.5,10119,10011
2016-01-22 09:33:24,2016-01-22 09:38:59,0.6,5.5,10065,10022
2016-01-21 21:08:48,2016-01-21 21:14:04,0.91,5.5,10002,10278
2016-01-31 04:07:06,2016-01-31 04:12:57,0.5,5.5,10002,10002
2016-01-08 17:42:25,2016-01-08 18:02:01,3.7,15.0,10110,10028
2016-01-19 23:35:32,2016-01-19 23:43:15,1.2,7.0,10003,10009
2016-01-29 09:06:14,2016-01-29 09:19:36,1.5,9.5,10171,10044
2016-01-04 17:03:21,2016-01-04 17:16:27,1.3,9.5,10013,10271
2016-01-08 20:10:24,2016-01-08 20:16:09,0.6,5.5,10018,10018
2016-01-02 13:04:22,2016-01-02 13:17:57,3.0,12.0,10012,10103
2016-01-06 09:29:44,2016-01-06 09:37:00,1.24,7.5,10162,10115
2016-01-20 08:48:09,2016-01-20 09:13:34,7.95,26.5,10028,10271
2016-01-09 06:37:31,2016-01-09 06:42:46,0.86,6.0,10017,10119
2016-01-28 19:12:40,2016-01-28 19:18:11,0.9,5.5,10003,10012
2016-01-09 15:58:17,2016-01-09 16:05:13,0.83,6.5,10065,10065
2016-01-29 21:44:21,2016-01-29 22:12:54,18.83,52.0,11422,10030
2016-01-18 17:16:58,2016-01-18 17:34:17,5.36,18.5,10271,10154
2016-01-02 10:56:53,2016-01-02 11:02:01,0.8,5.5,10003,10009
2016-01-11 15:58:57,2016-01-11 16:25:09,3.2,18.0,10001,10069
2016-01-19 08:27:49,2016-01-19 08:42:30,2.13,11.0,10065,10001
2016-01-07 22:20:37,2016-01-07 22:25:32,1.1,5.5,10199,10011
2016-01-16 21:48:31,2016-01-16 21:49:37,0.5,3.5,10028,10028
2016-01-03 15:33:16,2016-01-03 15:43:45,2.1,9.5,10044,10023
2016-01-08 09:12:24,2016-01-08 09:39:05,4.15,20.5,10044,10003
2016-01-07 06:56:08,2016-01-07 07:07:04,2.42,10.0,10021,10001
2016-01-03 00:19:31,2016-01-03 00:26:06,2.4,8.5,10018,10162
2016-01-14 17:45:18,2016-01-14 17:48:52,0.7,4.5,10103,10023
2016-01-18 14:09:44,2016-01-18 14:16:32,1.11,6.5,10018,10119
2016-01-22 05:04:23,2016-01-22 05:08:29,1.6,6.5,10023,10026
2016-01-10 20:43:09,2016-01-10 20:48:53,1.1,6.0,10018,10171
2016-01-14 22:04:01,2016-01-14 22:14:00,1.9,9.0,10020,10021
2016-01-20 23:17:21,2016-01-20 23:33:21,5.61,18.5,10271,10110
2016-01-04 15:52:24,2016-01-04 15:57:37,0.72,5.5,10025,10026
2016-01-07 21:36:11,2016-01-07 21:38:57,0.69,4.5,10162,10162
2016-01-22 22:20:56,2016-01-22 22:42:17,3.5,16.0,10012,10065
2016-01-17 12:46:05,2016-01-17 12:50:30,0.6,5.0,10153,10111
2016-01-15 23:14:09,2016-01-15 23:24:23,5.3,16.5,10023,10032
2016-01-28 12:32:22,2016-01-28 13:02:31,10.6,33.0,10171,11371
2016-01-30 10:34:02,2016-01-30 10:48:58,2.5,12.0,10065,10119
2016-01-16 02:39:24,2016-01-16 03:08:44,6.02,23.5,10003,11226
2016-01-20 21:34:14,2016-01-20 21:40:29,2.0,8.5,11201,10002
2016-01-07 00:36:32,2016-01-07 00:43:36,1.88,7.5,10018,10003
2016-01-02 11:09:53,2016-01-02 11:12:32,0.43,4.0,10152,10153
2016-01-08 20:53:00,2016-01-08 21:04:33,2.27,10.0,10019,10011
2016-01-29 11:07:57,2016-01-29 11:43:43,5.37,26.5,10115,10103
2016-01-19 22:39:27,2016-01-19 22:48:14,1.98,8.5,10003,10199
2016-01-08 10:53:27,2016-01-08 11:15:29,5.4,20.0,10018,10271
2016-01-30 01:49:22,2016-01-30 01:54:45,0.83,5.5,10003,10011
2016-01-31 15:29:54,2016-01-31 15:31:37,0.3,3.5,10028,10028
2016-01-20 10:28:20,2016-01-20 10:41:56,1.3,10.0,10009,10012
2016-01-19 02:58:27,2016-01-19 03:14:43,6.55,19.5,10009,11372
2016-01-11 07:44:28,2016-01-11 07:51:44,1.2,6.5,10017,10065
2016-01-17 19:22:48,2016-01-17 19:27:14,0.6,5.0,10011,10001
2016-01-12 12:04:05,2016-01-12 12:42:18,5.11,25.0,10001,10035
2016-01-14 01:42:42,2016-01-15 01:18:09,1.75,9.0,10014,10199
2016-01-29 15:05:07,2016-01-29 15:45:37,5.4,26.5,10154,10027
2016-01-22 16:23:34,2016-01-22 16:29:58,0.73,6.0,10162,10023
2016-01-08 20:20:21,2016-01-08 20:27:56,1.42,7.0,10011,10012
2016-01-06 14:23:01,2016-01-06 14:47:13,16.5,61.5,10018,7114
2016-01-25 18:18:01,2016-01-25 18:32:08,2.11,10.5,10011,10007
2016-01-10 11:12:59,2016-01-10 11:25:35,6.5,19.5,10044,10007
2016-01-31 18:58:52,2016-01-31 19:19:28,3.08,15.0,10009,10199
2016-01-16 17:55:57,2016-01-16 18:08:02,2.1,10.0,10012,10016
2016-01-31 19:26:35,2016-01-31 19:49:30,6.28,23.5,10027,10119
2016-01-21 20:18:23,2016-01-21 20:35:32,3.1,13.5,10001,10028
2016-01-28 14:51:12,2016-01-28 15:20:38,2.9,18.5,10021,10119
2016-01-28 21:46:03,2016-01-28 22:00:26,1.8,10.5,10119,10019
2016-01-08 23:28:06,2016-01-08 23:39:10,2.6,10.5,10119,10065
2016-01-31 20:45:07,2016-01-31 20:52:30,2.1,8.5,10014,10019
2016-01-19 19:07:02,2016-01-19 19:17:52,0.82,8.0,10012,10012
2016-01-31 17:50:06,2016-01-31 18:07:56,3.02,13.5,10003,10103
2016-01-10 05:53:11,2016-01-10 06:06:12,4.45,15.5,10003,11211
2016-01-05 13:51:51,2016-01-05 13:57:48,1.0,6.0,10003,10014
2016-01-22 22:54:14,2016-01-22 23:06:15,2.0,10.0,10002,10014
2016-01-04 04:14:23,2016-01-04 04:25:07,1.8,9.5,10018,10017
2016-01-29 12:01:05,2016-01-29 12:15:55,1.76,10.5,10021,10153
2016-01-06 08:24:44,2016-01-06 08:32:53,0.94,7.0,10023,10162
2016-01-22 10:09:23,2016-01-22 10:17:16,0.64,6.5,10167,10022
2016-01-10 21:27:26,2016-01-10 21:39:48,3.55,13.0,10028,10003
2016-01-28 18:49:32,2016-01-28 19:10:13,2.62,14.0,10020,10012
2016-01-15 00:32:26,2016-01-15 00:34:04,0.42,3.5,10011,10003
2016-01-26 17:54:35,2016-01-26 18:48:52,2.8,31.0,10017,10028
2016-01-07 14:16:09,2016-01-07 14:23:34,4.4,13.5,11422,11433
2016-01-27 15:02:55,2016-01-27 15:11:02,1.04,7.0,10065,10028
2016-01-20 19:59:25,2016-01-20 20:14:28,4.53,16.0,10103,10027
2016-01-02 23:02:35,2016-01-02 23:13:00,1.72,9.0,10018,10011
2016-01-31 18:40:03,2016-01-31 18:42:06,0.7,4.0,10199,10199
2016-01-08 20:36:22,2016-01-08 20:43:16,1.5,7.5,10025,10026
2016-01-29 04:16:51,2016-01-29 04:34:14,5.61,18.5,10017,11373
2016-01-25 20:28:13,2016-01-25 20:35:40,1.79,7.5,10065,10028
2016-01-14 12:21:57,2016-01-14 12:30:17,1.1,7.5,10002,10003
2016-01-28 09:43:27,2016-01-28 09:52:30,0.71,7.0,10167,10153
2016-01-19 11:22:48,2016-01-19 11:31:37,1.32,7.5,10001,10012
2016-01-26 18:54:05,2016-01-26 19:11:58,1.23,11.5,10171,10018
2016-01-14 15:12:16,2016-01-14 15:23:29,0.9,8.5,10017,10110
2016-01-04 16:53:39,2016-01-04 16:59:36,0.86,6.0,10001,10018
2016-01-05 20:23:12,2016-01-05 20:28:55,0.97,6.0,10019,10019
2016-01-20 20:15:06,2016-01-20 20:18:04,0.75,4.5,10021,10028
2016-01-22 15:25:30,2016-01-22 16:04:41,8.9,31.0,10167,11371
2016-01-24 12:50:17,2016-01-24 13:06:09,3.37,13.0,10003,10021
2016-01-15 20:18:26,2016-01-15 20:29:54,1.8,9.0,10110,10011
2016-01-03 17:23:32,2016-01-03 17:32:07,1.77,8.5,10110,10065
2016-01-16 01:37:18,2016-01-16 01:41:19,0.94,5.0,10003,10016
2016-01-10 10:38:02,2016-01-10 10:46:43,2.0,8.5,10001,10153
2016-01-25 10:08:13,2016-01-25 10:20:14,1.3,9.0,10153,10001
2016-01-14 15:55:49,2016-01-14 16:02:06,1.47,7.0,10154,10009
2016-01-02 01:00:08,2016-01-02 01:04:22,1.3,6.0,10011,10199
2016-01-19 20:38:46,2016-01-19 20:44:29,1.09,6.0,10017,10003
2016-01-10 02:05:28,2016-01-10 02:11:09,1.1,6.0,10018,10022
2016-01-05 08:33:09,2016-01-05 08:44:57,1.9,9.5,10014,10110
2016-01-10 11:24:05,2016-01-10 11:45:20,3.6,16.5,10119,10278
2016-01-15 10:40:49,2016-01-15 10:56:52,2.04,11.5,10065,10028
2016-01-26 14:02:10,2016-01-26 14:14:16,0.16,-8.0,10153,10153
2016-01-17 02:37:33,2016-01-17 02:54:48,5.97,19.5,10009,11211
2016-01-11 20:45:45,2016-01-11 21:09:19,11.7,34.0,11371,10012
2016-01-07 12:57:01,2016-01-07 13:10:06,2.7,11.5,10002,10001
2016-01-21 00:58:34,2016-01-21 01:33:10,24.5,94.5,11371,10601
2016-01-30 11:04:14,2016-01-30 11:18:35,2.7,12.0,10153,10009
2016-01-30 20:11:12,2016-01-30 20:45:26,6.6,25.5,10023,10002
2016-01-10 15:34:40,2016-01-10 15:40:44,1.0,6.0,10065,10021
2016-01-21 18:01:08,2016-01-21 18:29:21,4.1,20.0,10154,10026
2016-01-15 19:59:26,2016-01-15 20:19:42,4.91,18.5,10002,11237
2016-01-22 14:07:25,2016-01-22 14:31:17,3.86,17.5,10017,10162
2016-01-28 15:42:28,2016-01-28 15:52:23,1.4,8.5,10065,10029
2016-01-18 19:19:03,2016-01-18 19:25:01,1.09,6.0,10152,10017
2016-01-11 23:46:27,2016-01-11 23:56:28,1.63,9.0,10018,10011
2016-01-14 14:43:49,2016-01-14 15:19:49,11.1,35.5,11371,10003
2016-01-14 09:14:07,2016-01-14 09:24:37,1.1,8.0,10012,10003
2016-01-03 00:07:25,2016-01-03 00:11:51,0.8,5.0,10020,10103
2016-01-01 12:30:47,2016-01-01 12:41:17,3.1,11.5,10021,10003
2016-01-07 06:46:17,2016-01-07 06:51:57,1.7,7.0,10003,10007
2016-01-17 23:27:32,2016-01-17 23:42:57,10.3,28.5,11371,10171
2016-01-17 02:42:03,2016-01-17 02:48:06,1.16,6.5,10020,10022
2016-01-14 14:03:28,2016-01-14 14:43:43,16.47,52.0,10110,11422
2016-01-16 20:16:01,2016-01-16 20:51:02,17.59,52.0,11422,10103
2016-01-21 22:39:35,2016-01-21 22:50:43,1.5,9.0,10110,10018
2016-01-19 19:34:19,2016-01-19 19:45:50,2.55,10.5,10020,10028
2016-01-04 18:06:31,2016-01-04 18:15:04,1.37,7.5,10011,10199
2016-01-21 12:36:03,2016-01-21 12:40:10,0.52,4.5,10014,10011
2016-01-19 18:19:12,2016-01-19 18:54:27,4.0,22.5,10103,10012
2016-01-07 04:07:58,2016-01-07 04:43:08,26.3,0.0,10018,10606
2016-01-31 23:39:10,2016-01-31 23:51:50,3.08,12.5,10103,10009
2016-01-04 21:09:00,2016-01-04 21:27:56,3.5,15.5,10119,10044
2016-01-25 20:53:49,2016-01-25 21:15:58,4.2,18.0,10019,10012
2016-01-10 12:01:03,2016-01-10 12:09:31,1.0,7.0,10028,10044
2016-01-05 01:04:20,2016-01-05 01:10:22,0.9,6.0,10020,10019
2016-01-06 20:44:27,2016-01-06 20:47:01,0.7,4.5,10021,10021
2016-01-04 18:11:29,2016-01-04 18:20:37,1.8,8.5,10017,10009
2016-01-07 20:06:48,2016-01-07 20:09:06,0.5,4.0,10023,10023
2016-01-01 01:02:51,2016-01-01 01:09:08,0.88,6.0,10001,10110
2016-01-29 06:46:11,2016-01-29 06:59:20,4.7,16.0,11102,11371
2016-01-04 07:52:41,2016-01-04 07:58:10,1.17,6.0,10153,10021
2016-01-26 08:15:37,2016-01-26 08:36:47,2.0,14.5,10021,10029
2016-01-01 21:31:49,2016-01-01 21:45:08,2.1,11.0,10014,10278
2016-01-13 18:38:03,2016-01-13 18:43:47,1.1,6.0,11217,11205
2016-01-06 20:09:28,2016-01-06 20:27:37,3.48,15.0,10021,10011
2016-01-15 10:03:38,2016-01-15 10:20:20,1.71,12.0,10017,10119
2016-01-04 21:58:15,2016-01-04 22:02:45,0.9,5.5,10044,10021
2016-01-01 23:01:10,2016-01-01 23:04:05,1.3,5.5,10021,10029
2016-01-18 08:25:40,2016-01-18 08:32:48,3.01,10.5,10009,10021
2016-01-04 11:46:16,2016-01-04 11:49:58,0.7,4.5,10280,10280
2016-01-01 16:35:06,2016-01-01 16:38:21,0.74,5.0,10021,10028
2016-01-19 20:30:48,2016-01-19 21:02:18,8.2,28.5,10152,11217
2016-01-23 02:25:28,2016-01-23 02:30:36,0.86,5.0,10018,10103
2016-01-04 17:35:50,2016-01-04 17:59:30,8.23,27.0,11370,10110
2016-01-11 19:54:42,2016-01-11 19:58:59,0.74,5.0,10003,10009
2016-01-07 18:13:03,2016-01-07 18:52:32,5.85,28.0,10001,11206
2016-01-22 11:44:33,2016-01-22 11:58:25,1.1,10.0,10199,10011
2016-01-09 01:14:25,2016-01-09 01:14:48,0.0,2.5,10009,10009
2016-01-01 00:15:57,2016-01-01 00:27:00,2.6,11.0,10025,10028
2016-01-10 02:01:38,2016-01-10 02:09:48,1.7,8.5,10011,10020
2016-01-09 00:22:59,2016-01-09 00:33:12,0.88,8.0,10022,10017
2016-01-26 20:06:33,2016-01-26 20:21:23,1.9,11.0,10023,10065
2016-01-08 13:18:50,2016-01-08 13:34:34,1.62,11.0,10038,10012
2016-01-21 15:45:57,2016-01-21 15:58:49,2.0,10.5,10023,10028
2016-01-15 08:44:04,2016-01-15 09:00:18,2.2,12.0,10023,10028
2016-01-08 09:57:33,2016-01-08 10:05:04,0.6,6.5,10044,10021
2016-01-15 21:58:54,2016-01-15 22:01:32,0.4,4.0,10199,10199
2016-01-13 23:25:14,2016-01-13 23:43:50,5.81,19.5,10028,10011
2016-01-03 18:03:06,2016-01-03 18:13:58,2.32,10.5,10028,10065
2016-01-22 18:51:44,2016-01-22 18:59:24,1.03,7.0,10021,10022
2016-01-11 16:10:03,2016-01-11 16:31:05,2.08,14.0,10028,10065
2016-01-15 00:41:20,2016-01-15 01:00:47,4.2,16.5,10012,11206
2016-01-13 20:49:33,2016-01-13 20:54:50,0.9,5.5,10001,10103
2016-01-25 23:10:15,2016-01-25 23:17:45,0.88,6.5,10012,10012
2016-01-17 01:00:15,2016-01-17 01:15:05,3.9,14.5,10001,10025
2016-01-13 19:22:15,2016-01-13 19:26:04,0.56,4.5,11102,11103
2016-01-10 18:41:22,2016-01-10 18:57:47,3.3,14.0,10022,10002
2016-01-30 10:51:35,2016-01-30 11:14:16,10.43,31.5,11371,10022
2016-01-07 06:10:19,2016-01-07 06:17:44,1.7,7.5,10044,10022
2016-01-05 13:55:07,2016-01-05 14:49:39,20.04,52.0,11422,10012
2016-01-09 03:47:15,2016-01-09 04:12:49,7.8,25.0,10002,11103
2016-01-17 15:25:49,2016-01-17 15:31:39,0.1,5.0,11371,11371
2016-01-19 20:18:27,2016-01-19 20:35:53,2.24,13.0,10018,10021
2016-01-09 19:03:36,2016-01-09 19:10:48,0.8,6.5,10028,10021
2016-01-06 19:31:23,2016-01-06 19:42:27,1.4,8.5,10001,10014
2016-01-10 20:13:26,2016-01-10 20:34:54,4.85,18.0,11201,11233
2016-01-20 06:00:02,2016-01-20 06:06:34,1.3,6.5,10119,10020
2016-01-02 09:32:40,2016-01-02 09:37:12,1.18,6.0,10025,10026
2016-01-17 08:00:42,2016-01-17 08:14:10,8.4,24.5,11422,11432
2016-01-03 12:52:56,2016-01-03 13:09:35,3.21,13.5,10278,10018
2016-01-18 10:56:13,2016-01-18 11:00:33,1.03,5.5,10011,10012
2016-01-11 08:01:14,2016-01-11 08:17:37,2.54,13.0,10103,10028
2016-01-16 13:04:22,2016-01-16 13:19:43,2.6,13.0,10028,10020
2016-01-22 08:42:00,2016-01-22 08:46:37,2.39,8.5,11422,11422
2016-01-13 20:06:07,2016-01-13 20:15:08,1.29,8.0,10153,10167
2016-01-22 16:13:32,2016-01-22 16:17:06,0.64,4.5,10026,10162
2016-01-02 16:57:25,2016-01-02 17:17:24,10.73,30.5,11371,10022
2016-01-12 15:43:36,2016-01-12 16:08:52,2.8,17.0,10011,10002
2016-01-12 19:35:40,2016-01-12 19:48:16,1.4,9.5,10011,10009
2016-01-04 21:33:37,2016-01-04 21:52:48,3.51,15.5,10011,10065
2016-01-07 18:31:22,2016-01-07 18:42:22,1.68,9.0,10023,10065
2016-01-31 11:14:23,2016-01-31 11:25:56,3.0,11.5,10110,10044
2016-01-01 20:57:32,2016-01-01 21:03:06,0.94,6.0,10003,10009
2016-01-10 22:06:30,2016-01-10 22:23:54,7.4,23.5,10028,10034
2016-01-15 13:36:49,2016-01-15 13:50:12,2.83,12.0,10027,10029
2016-01-27 13:19:03,2016-01-27 13:35:44,2.5,12.0,10019,10011
2016-01-08 23:51:17,2016-01-09 00:15:17,3.1,16.5,10044,10001
2016-01-05 20:41:04,2016-01-05 20:56:59,2.47,12.0,10003,10020
2016-01-18 12:42:55,2016-01-18 12:51:34,1.54,8.0,10110,10199
2016-01-15 19:14:28,2016-01-15 19:23:06,1.52,7.5,10199,10019
2016-01-15 18:18:49,2016-01-15 18:27:26,0.79,7.0,10003,10003
2016-01-31 21:09:24,2016-01-31 21:17:56,4.3,14.0,10280,10016
2016-01-09 11:20:29,2016-01-09 11:30:09,2.1,9.5,10028,10017
2016-01-31 23:58:42,2016-02-01 00:11:07,2.7,12.0,10001,10002
2016-01-08 20:31:20,2016-01-08 20:38:53,0.9,7.0,10012,10012
2016-01-04 19:45:53,2016-01-04 20:11:22,8.72,27.5,10012,11226
2016-01-19 10:52:37,2016-01-19 11:11:07,1.8,12.0,10001,10103
2016-01-15 18:43:45,2016-01-15 18:47:47,0.7,5.0,10019,10069
2016-01-02 19:15:17,2016-01-02 19:25:51,1.24,8.0,10016,10003
2016-01-19 17:44:05,2016-01-19 17:50:09,1.2,6.5,10199,10011
2016-01-06 13:08:54,2016-01-06 13:20:05,1.2,8.5,10016,10167
2016-01-31 02:32:35,2016-01-31 02:53:22,6.4,21.0,10011,11102
2016-01-15 19:44:34,2016-01-15 19:54:44,1.1,8.0,10011,10119
2016-01-07 23:19:40,2016-01-07 23:26:59,2.25,8.5,10069,10026
2016-01-29 09:12:33,2016-01-29 09:34:02,1.8,14.5,10023,10065
2016-01-05 14:12:03,2016-01-05 14:28:56,2.9,13.5,10023,10001
2016-01-31 02:36:46,2016-01-31 02:58:06,7.44,23.5,10018,11201
2016-01-22 08:23:27,2016-01-22 08:29:36,1.05,6.0,10028,10065
2016-01-13 06:03:49,2016-01-13 06:38:06,4.48,24.0,10018,10018
2016-01-14 20:02:13,2016-01-14 20:15:46,3.71,13.5,10280,10199
2016-01-19 19:14:48,2016-01-19 19:48:21,5.11,24.0,10014,11222
2016-01-18 12:03:44,2016-01-18 12:15:16,1.68,9.5,10020,10065
2016-01-10 23:00:27,2016-01-10 23:04:44,0.6,5.0,10020,10111
2016-01-07 14:05:23,2016-01-07 14:10:59,1.1,6.0,10065,10028
2016-01-27 22:09:42,2016-01-27 22:14:18,0.7,5.0,10011,10003
